 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  1,  d1c1,  2,  c2 + d1c2,  3,  c3 + b1 + d1c3,  4,  d2 + c1 + b2 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  2,  d3 + d3c1,  2,  b3 + d3c2,  3,  d3 + c3 + d3c3, ,  3,  b1 + d1b1 + a1,  1,  d1b2,  3,  b3 + c1 + d1b3,  3,  b1 + d2b1 + a2,  1,  d2b2,  2,  c2 + d2b3,  3,  c3 + d3b1 + a3,  1,  d3b2,  2,  b3 + d3b3, ,  3,  1 + d1 + d1c1,  2,  c2 + d1c2,  3,  c3 + b1 + d1c3,  3,  d2 + c1 + d2c1,  1,  d2c2,  3,  c3 + b2 + d2c3,  2,  b3 + d3c1,  1,  d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  3,  d3 + b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  1,  d1c1,  2,  c2 + d1c2,  3,  c3 + b1 + d1c3,  4,  d2 + c1 + b2 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  2,  d3 + d3c1,  3,  d3 + b3 + d3c2,  2,  c3 + d3c3, ,  3,  b1 + d1b1 + a1,  1,  d1b2,  3,  b3 + c1 + d1b3,  3,  b1 + d2b1 + a2,  1,  d2b2,  2,  c2 + d2b3,  3,  c3 + d3b1 + a3,  1,  d3b2,  2,  b3 + d3b3, ,  3,  1 + d1 + d1c1,  2,  c2 + d1c2,  3,  c3 + b1 + d1c3,  3,  d2 + c1 + d2c1,  1,  d2c2,  3,  c3 + b2 + d2c3,  2,  b3 + d3c1,  1,  d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  1,  d1c1,  2,  c2 + d1c2,  3,  c3 + b1 + d1c3,  4,  d2 + c1 + b2 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  1,  d3c1,  3,  d3 + b3 + d3c2,  3,  d3 + c3 + d3c3, ,  3,  b1 + d1b1 + a1,  1,  d1b2,  3,  b3 + c1 + d1b3,  3,  b1 + d2b1 + a2,  1,  d2b2,  2,  c2 + d2b3,  3,  c3 + d3b1 + a3,  1,  d3b2,  2,  b3 + d3b3, ,  3,  1 + d1 + d1c1,  2,  c2 + d1c2,  3,  c3 + b1 + d1c3,  3,  d2 + c1 + d2c1,  1,  d2c2,  3,  c3 + b2 + d2c3,  2,  b3 + d3c1,  1,  d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  2,  d3 + d3c2,  3,  d3 + b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  2,  d3 + d3c2,  2,  b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  2,  b3 + d3c2,  1,  d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  2,  b3 + d3c2,  2,  d3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  3,  d3 + b3 + d3c2,  2,  d3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  3,  d3 + b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  2,  d3 + d3c2,  3,  d3 + b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  2,  d3 + d3c2,  2,  b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  3,  c1 + b1 + d1c1,  3,  d1 + c2 + d1c2,  2,  d1 + d1c3,  3,  d2 + b3 + d2c1,  2,  c2 + d2c2,  2,  d2 + d2c3,  1,  d3c1,  3,  c2 + b2 + d3c2,  2,  c3 + d3c3, ,  4,  d1 + b1 + d1b1 + a1,  3,  d1 + c2 + d1b2,  1,  d1b3,  3,  c1 + d2b1 + a2,  1,  d2b2,  2,  b3 + d2b3,  3,  b1 + d3b1 + a3,  1,  d3b2,  3,  b3 + c3 + d3b3, ,  4,  1 + c1 + b1 + d1c1,  2,  c2 + d1c2,  2,  d1 + d1c3,  2,  b3 + d2c1,  3,  d2 + c2 + d2c2,  1,  d2c3,  1,  d3c1,  3,  c2 + b2 + d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  3,  c1 + b1 + d1c1,  3,  d1 + c2 + d1c2,  2,  d1 + d1c3,  3,  d2 + b3 + d2c1,  2,  c2 + d2c2,  2,  d2 + d2c3,  2,  d3 + d3c1,  3,  c2 + b2 + d3c2,  3,  d3 + c3 + d3c3, ,  4,  d1 + b1 + d1b1 + a1,  3,  d1 + c2 + d1b2,  1,  d1b3,  3,  c1 + d2b1 + a2,  1,  d2b2,  2,  b3 + d2b3,  3,  b1 + d3b1 + a3,  1,  d3b2,  3,  b3 + c3 + d3b3, ,  4,  1 + c1 + b1 + d1c1,  2,  c2 + d1c2,  2,  d1 + d1c3,  2,  b3 + d2c1,  3,  d2 + c2 + d2c2,  1,  d2c3,  1,  d3c1,  3,  c2 + b2 + d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  3,  d3 + b3 + d3c2,  1,  d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  3,  d3 + c1 + d3c1,  2,  b3 + d3c2,  2,  d3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  2,  c1 + d3c1,  2,  b3 + d3c2,  1,  d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  3,  c1 + b1 + d1c1,  3,  d1 + c2 + d1c2,  2,  d1 + d1c3,  3,  d2 + b3 + d2c1,  2,  c2 + d2c2,  2,  d2 + d2c3,  2,  d3 + d3c1,  4,  d3 + c2 + b2 + d3c2,  2,  c3 + d3c3, ,  4,  d1 + b1 + d1b1 + a1,  3,  d1 + c2 + d1b2,  1,  d1b3,  3,  c1 + d2b1 + a2,  1,  d2b2,  2,  b3 + d2b3,  3,  b1 + d3b1 + a3,  1,  d3b2,  3,  b3 + c3 + d3b3, ,  4,  1 + c1 + b1 + d1c1,  2,  c2 + d1c2,  2,  d1 + d1c3,  2,  b3 + d2c1,  3,  d2 + c2 + d2c2,  1,  d2c3,  1,  d3c1,  3,  c2 + b2 + d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  3,  c1 + b1 + d2c1,  1,  d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  3,  d3 + b3 + d3c2,  1,  d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  3,  c1 + b1 + d1c1,  3,  d1 + c2 + d1c2,  2,  d1 + d1c3,  3,  d2 + b3 + d2c1,  2,  c2 + d2c2,  2,  d2 + d2c3,  1,  d3c1,  4,  d3 + c2 + b2 + d3c2,  3,  d3 + c3 + d3c3, ,  4,  d1 + b1 + d1b1 + a1,  3,  d1 + c2 + d1b2,  1,  d1b3,  3,  c1 + d2b1 + a2,  1,  d2b2,  2,  b3 + d2b3,  3,  b1 + d3b1 + a3,  1,  d3b2,  3,  b3 + c3 + d3b3, ,  4,  1 + c1 + b1 + d1c1,  2,  c2 + d1c2,  2,  d1 + d1c3,  2,  b3 + d2c1,  3,  d2 + c2 + d2c2,  1,  d2c3,  1,  d3c1,  3,  c2 + b2 + d3c2,  3,  d3 + c3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  3,  d3 + c1 + d3c1,  2,  b3 + d3c2,  2,  d3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  2,  c1 + d3c1,  3,  d3 + b3 + d3c2,  2,  d3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  2,  c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  3,  d3 + b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  3,  c2 + b2 + d1c2,  1,  d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  2,  c1 + d3c1,  3,  d3 + b3 + d3c2,  2,  d3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  2,  c1 + d3c1,  2,  d3 + d3c2,  3,  d3 + b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
 0,  a1 + 1,  0,  d1,  0,  0,  0,  a2,  0,  d2,  0,  0,  0,  a3,  0,  d3,  0,  0, ,  2,  c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  2,  d1 + d1c3,  4,  d2 + c1 + b1 + d2c1,  1,  d2c2,  3,  d2 + c3 + d2c3,  3,  d3 + c1 + d3c1,  2,  d3 + d3c2,  2,  b3 + d3c3, ,  4,  b1 + c1 + d1b1 + a1,  3,  d1 + b2 + d1b2,  2,  d1 + d1b3,  4,  d2 + b1 + d2b1 + a2,  1,  d2b2,  4,  d2 + b3 + c2 + d2b3,  2,  d3b1 + a3,  2,  b2 + d3b2,  3,  b3 + c3 + d3b3, ,  3,  1 + c1 + d1c1,  4,  d1 + c2 + b2 + d1c2,  1,  d1c3,  3,  c1 + b1 + d2c1,  2,  d2 + d2c2,  2,  c3 + d2c3,  3,  d3 + c1 + d3c1,  1,  d3c2,  2,  b3 + d3c3, , 
